Port Name,State,Port Code,Border,Date,Measure,Value,Location
Vanceboro,Maine,105,US-Canada Border,3/1/2016 0:00,Truck Containers Full,23,POINT (-67.43 45.57)
Scobey,Montana,3309,US-Canada Border,3/1/2016 0:00,Personal Vehicles,461,POINT (-105.41 49)
Vanceboro,Maine,105,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-67.43 45.57)
Nogales,Arizona,2604,US-Mexico Border,3/1/2016 0:00,Personal Vehicle Passengers,611452,POINT (-110.94 31.33)
Tecate,California,2505,US-Mexico Border,3/1/2016 0:00,Trucks,5054,POINT (-116.63 32.58)
Sault Sainte Marie,Michigan,3803,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,87744,POINT (-84.36000000000001 46.51)
Eastport,Maine,103,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-66.98 44.86)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2016 0:00,Personal Vehicles,47459,POINT (-107.63 31.78)
San Ysidro,California,2504,US-Mexico Border,3/1/2016 0:00,Buses,3720,POINT (-117.03 32.54)
Opheim,Montana,3317,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-106.38 49)
Roseau,Minnesota,3426,US-Canada Border,3/1/2016 0:00,Personal Vehicles,3245,POINT (-95.77 49)
Morgan,Montana,3319,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,621,POINT (-107.83 49)
Del Bonita,Montana,3322,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-112.79 49)
Calais,Maine,115,US-Canada Border,3/1/2016 0:00,Pedestrians,1240,POINT (-67.3 45.16)
Baudette,Minnesota,3424,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-94.59 48.72)
Porthill,Idaho,3308,US-Canada Border,3/1/2016 0:00,Bus Passengers,45,POINT (-116.5 49)
Del Bonita,Montana,3322,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-112.79 49)
Detroit,Michigan,3801,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-83.04 42.32)
Porthill,Idaho,3308,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-116.5 49)
Sault Sainte Marie,Michigan,3803,US-Canada Border,3/1/2016 0:00,Bus Passengers,3055,POINT (-84.36000000000001 46.51)
Port Huron,Michigan,3802,US-Canada Border,3/1/2016 0:00,Train Passengers,663,POINT (-82.42 43)
Opheim,Montana,3317,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-106.38 49)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2016 0:00,Train Passengers,0,POINT (-106.68 31.78)
Jackman,Maine,104,US-Canada Border,3/1/2016 0:00,Train Passengers,45,POINT (-70.4 45.81)
Porthill,Idaho,3308,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-116.5 49)
Detroit,Michigan,3801,US-Canada Border,3/1/2016 0:00,Trucks,138939,POINT (-83.04 42.32)
Portland,Maine,101,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-70.25 43.660000000000004)
Limestone,Maine,118,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-67.79 46.92)
Porthill,Idaho,3308,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-116.5 49)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2016 0:00,Bus Passengers,552,POINT (-111.96 49)
Wildhorse,Montana,3323,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-110.22 49)
Naco,Arizona,2603,US-Mexico Border,3/1/2016 0:00,Trucks,227,POINT (-109.95 31.33)
Porthill,Idaho,3308,US-Canada Border,3/1/2016 0:00,Pedestrians,11,POINT (-116.5 49)
Jackman,Maine,104,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,12434,POINT (-70.4 45.81)
Massena,New York,704,US-Canada Border,3/1/2016 0:00,Truck Containers Full,1616,POINT (-74.74 44.99)
Scobey,Montana,3309,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-105.41 49)
Whitlash,Montana,3321,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-111.26000000000002 49)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,557,POINT (-95.98 49)
Fort Fairfield,Maine,107,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-67.79 46.77)
Baudette,Minnesota,3424,US-Canada Border,3/1/2016 0:00,Personal Vehicles,12113,POINT (-94.59 48.72)
Bridgewater,Maine,127,US-Canada Border,3/1/2016 0:00,Trucks,630,POINT (-67.78 46.45)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2016 0:00,Train Passengers,180,POINT (-111.96 49)
Van Buren,Maine,108,US-Canada Border,3/1/2016 0:00,Personal Vehicles,11875,POINT (-67.93 47.16)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-112.82 31.880000000000003)
Skagway,Alaska,3103,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-135.16 59.63)
Nogales,Arizona,2604,US-Mexico Border,3/1/2016 0:00,Personal Vehicles,296393,POINT (-110.94 31.33)
Fort Fairfield,Maine,107,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,21,POINT (-67.79 46.77)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-136.36 59.45)
Vanceboro,Maine,105,US-Canada Border,3/1/2016 0:00,Rail Containers Full,799,POINT (-67.43 45.57)
Trout River,New York,715,US-Canada Border,3/1/2016 0:00,Personal Vehicles,9031,POINT (-74.31 44.99)
Alexandria Bay,New York,708,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-75.98 44.35)
Piegan,Montana,3316,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-113.38 49)
Portland,Maine,101,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,0,POINT (-70.25 43.660000000000004)
Champlain-Rouses Point,New York,712,US-Canada Border,3/1/2016 0:00,Train Passengers,2885,POINT (-73.45 45.01)
Grand Portage,Minnesota,3613,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-89.59 48.00000000000001)
Vanceboro,Maine,105,US-Canada Border,3/1/2016 0:00,Personal Vehicles,1752,POINT (-67.43 45.57)
Vanceboro,Maine,105,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,900,POINT (-67.43 45.57)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/2016 0:00,Truck Containers Full,30,POINT (-136.36 59.45)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2016 0:00,Buses,140,POINT (-107.63 31.78)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/2016 0:00,Personal Vehicles,744,POINT (-136.36 59.45)
Opheim,Montana,3317,US-Canada Border,3/1/2016 0:00,Personal Vehicles,289,POINT (-106.38 49)
Jackman,Maine,104,US-Canada Border,3/1/2016 0:00,Trains,22,POINT (-70.4 45.81)
Opheim,Montana,3317,US-Canada Border,3/1/2016 0:00,Trucks,12,POINT (-106.38 49)
Ketchikan,Alaska,3102,US-Canada Border,3/1/2016 0:00,Trucks,0,POINT (-131.65 55.34)
Calexico,California,2503,US-Mexico Border,3/1/2016 0:00,Train Passengers,0,POINT (-115.49999999999999 32.66)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-106.68 31.78)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-95.98 49)
Skagway,Alaska,3103,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-135.16 59.63)
Eastport,Maine,103,US-Canada Border,3/1/2016 0:00,Pedestrians,2,POINT (-66.98 44.86)
Turner,Montana,3306,US-Canada Border,3/1/2016 0:00,Personal Vehicles,670,POINT (-108.39 49)
Opheim,Montana,3317,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-106.38 49)
Roosville,Montana,3318,US-Canada Border,3/1/2016 0:00,Trucks,950,POINT (-115.05999999999999 49)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2016 0:00,Pedestrians,426,POINT (-111.96 49)
Fort Fairfield,Maine,107,US-Canada Border,3/1/2016 0:00,Truck Containers Full,1234,POINT (-67.79 46.77)
Otay Mesa,California,2506,US-Mexico Border,3/1/2016 0:00,Rail Containers Empty,473,POINT (-116.94 32.55)
Otay Mesa,California,2506,US-Mexico Border,3/1/2016 0:00,Pedestrians,285351,POINT (-116.94 32.55)
Alcan,Alaska,3104,US-Canada Border,3/1/2016 0:00,Trucks,571,POINT (-141 62.61)
Sasabe,Arizona,2606,US-Mexico Border,3/1/2016 0:00,Truck Containers Empty,31,POINT (-111.54 31.48)
Piegan,Montana,3316,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-113.38 49)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-106.68 31.78)
Raymond,Montana,3301,US-Canada Border,3/1/2016 0:00,Pedestrians,67,POINT (-104.57 49)
Del Bonita,Montana,3322,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-112.79 49)
Fort Fairfield,Maine,107,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-67.79 46.77)
Limestone,Maine,118,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-67.79 46.92)
Trout River,New York,715,US-Canada Border,3/1/2016 0:00,Rail Containers Full,2456,POINT (-74.31 44.99)
Houlton,Maine,106,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-67.78 46.13)
Tecate,California,2505,US-Mexico Border,3/1/2016 0:00,Personal Vehicles,78192,POINT (-116.63 32.58)
Port Huron,Michigan,3802,US-Canada Border,3/1/2016 0:00,Rail Containers Full,20819,POINT (-82.42 43)
Bridgewater,Maine,127,US-Canada Border,3/1/2016 0:00,Truck Containers Full,491,POINT (-67.78 46.45)
Naco,Arizona,2603,US-Mexico Border,3/1/2016 0:00,Train Passengers,0,POINT (-109.95 31.33)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-107.63 31.78)
San Ysidro,California,2504,US-Mexico Border,3/1/2016 0:00,Trucks,0,POINT (-117.03 32.54)
Ogdensburg,New York,701,US-Canada Border,3/1/2016 0:00,Trucks,3285,POINT (-75.46 44.73)
Champlain-Rouses Point,New York,712,US-Canada Border,3/1/2016 0:00,Bus Passengers,22434,POINT (-73.45 45.01)
San Ysidro,California,2504,US-Mexico Border,3/1/2016 0:00,Train Passengers,0,POINT (-117.03 32.54)
Roseau,Minnesota,3426,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,4847,POINT (-95.77 49)
Willow Creek,Montana,3325,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-109.73 49)
Alcan,Alaska,3104,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,10,POINT (-141 62.61)
Bridgewater,Maine,127,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-67.78 46.45)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,116,POINT (-93.4 48.61)
Madawaska,Maine,109,US-Canada Border,3/1/2016 0:00,Pedestrians,57,POINT (-68.33 47.36)
Roosville,Montana,3318,US-Canada Border,3/1/2016 0:00,Truck Containers Full,1005,POINT (-115.05999999999999 49)
Alcan,Alaska,3104,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-141 62.61)
Andrade,California,2502,US-Mexico Border,3/1/2016 0:00,Pedestrians,120470,POINT (-114.73000000000002 32.72)
Turner,Montana,3306,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,1471,POINT (-108.39 49)
Raymond,Montana,3301,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-104.57 49)
Houlton,Maine,106,US-Canada Border,3/1/2016 0:00,Pedestrians,12,POINT (-67.78 46.13)
Portland,Maine,101,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-70.25 43.660000000000004)
Ketchikan,Alaska,3102,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-131.65 55.34)
Fort Kent,Maine,110,US-Canada Border,3/1/2016 0:00,Personal Vehicles,9484,POINT (-68.6 47.25)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2016 0:00,Trucks,9620,POINT (-106.68 31.78)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2016 0:00,Personal Vehicles,19110,POINT (-111.96 49)
Bridgewater,Maine,127,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-67.78 46.45)
Calais,Maine,115,US-Canada Border,3/1/2016 0:00,Truck Containers Full,3530,POINT (-67.3 45.16)
Roseau,Minnesota,3426,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-95.77 49)
Trout River,New York,715,US-Canada Border,3/1/2016 0:00,Truck Containers Full,373,POINT (-74.31 44.99)
Sault Sainte Marie,Michigan,3803,US-Canada Border,3/1/2016 0:00,Personal Vehicles,50807,POINT (-84.36000000000001 46.51)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-95.98 49)
Nogales,Arizona,2604,US-Mexico Border,3/1/2016 0:00,Rail Containers Empty,3068,POINT (-110.94 31.33)
Van Buren,Maine,108,US-Canada Border,3/1/2016 0:00,Pedestrians,3,POINT (-67.93 47.16)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2016 0:00,Truck Containers Full,1548,POINT (-93.4 48.61)
Warroad,Minnesota,3423,US-Canada Border,3/1/2016 0:00,Trains,297,POINT (-95.38 49)
Calexico,California,2503,US-Mexico Border,3/1/2016 0:00,Truck Containers Full,0,POINT (-115.49999999999999 32.66)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-95.98 49)
Scobey,Montana,3309,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,752,POINT (-105.41 49)
Alcan,Alaska,3104,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,3902,POINT (-141 62.61)
Ketchikan,Alaska,3102,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,254,POINT (-131.65 55.34)
Naco,Arizona,2603,US-Mexico Border,3/1/2016 0:00,Pedestrians,7209,POINT (-109.95 31.33)
Fort Kent,Maine,110,US-Canada Border,3/1/2016 0:00,Bus Passengers,27,POINT (-68.6 47.25)
Grand Portage,Minnesota,3613,US-Canada Border,3/1/2016 0:00,Truck Containers Full,741,POINT (-89.59 48.00000000000001)
Champlain-Rouses Point,New York,712,US-Canada Border,3/1/2016 0:00,Rail Containers Full,4144,POINT (-73.45 45.01)
Fort Fairfield,Maine,107,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-67.79 46.77)
Tecate,California,2505,US-Mexico Border,3/1/2016 0:00,Truck Containers Full,3399,POINT (-116.63 32.58)
Otay Mesa,California,2506,US-Mexico Border,3/1/2016 0:00,Personal Vehicles,647141,POINT (-116.94 32.55)
Limestone,Maine,118,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-67.79 46.92)
Cape Vincent,New York,706,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-76.35 44.13)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,39408,POINT (-93.4 48.61)
Trout River,New York,715,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-74.31 44.99)
Alcan,Alaska,3104,US-Canada Border,3/1/2016 0:00,Personal Vehicles,1668,POINT (-141 62.61)
Roosville,Montana,3318,US-Canada Border,3/1/2016 0:00,Personal Vehicles,13273,POINT (-115.05999999999999 49)
Port Huron,Michigan,3802,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,208667,POINT (-82.42 43)
Willow Creek,Montana,3325,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-109.73 49)
Sasabe,Arizona,2606,US-Mexico Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-111.54 31.48)
Tecate,California,2505,US-Mexico Border,3/1/2016 0:00,Personal Vehicle Passengers,153150,POINT (-116.63 32.58)
Baudette,Minnesota,3424,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,374,POINT (-94.59 48.72)
Skagway,Alaska,3103,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-135.16 59.63)
Van Buren,Maine,108,US-Canada Border,3/1/2016 0:00,Trucks,1036,POINT (-67.93 47.16)
Scobey,Montana,3309,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-105.41 49)
Fort Fairfield,Maine,107,US-Canada Border,3/1/2016 0:00,Personal Vehicles,7342,POINT (-67.79 46.77)
Eastport,Maine,103,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-66.98 44.86)
Morgan,Montana,3319,US-Canada Border,3/1/2016 0:00,Truck Containers Full,0,POINT (-107.83 49)
Madawaska,Maine,109,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-68.33 47.36)
Houlton,Maine,106,US-Canada Border,3/1/2016 0:00,Truck Containers Full,7531,POINT (-67.78 46.13)
Turner,Montana,3306,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,0,POINT (-108.39 49)
Eastport,Idaho,3302,US-Canada Border,3/1/2016 0:00,Buses,6,POINT (-116.17999999999999 49)
Morgan,Montana,3319,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-107.83 49)
Jackman,Maine,104,US-Canada Border,3/1/2016 0:00,Bus Passengers,240,POINT (-70.4 45.81)
Otay Mesa,California,2506,US-Mexico Border,3/1/2016 0:00,Train Passengers,40,POINT (-116.94 32.55)
Wildhorse,Montana,3323,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-110.22 49)
Del Bonita,Montana,3322,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-112.79 49)
Bridgewater,Maine,127,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-67.78 46.45)
Lancaster,Minnesota,3430,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-96.8 49)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2016 0:00,Truck Containers Full,327,POINT (-107.63 31.78)
Calexico East,California,2507,US-Mexico Border,3/1/2016 0:00,Truck Containers Empty,12631,POINT (-115.39 32.67)
Portland,Maine,101,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-70.25 43.660000000000004)
Morgan,Montana,3319,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-107.83 49)
Willow Creek,Montana,3325,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,0,POINT (-109.73 49)
Roosville,Montana,3318,US-Canada Border,3/1/2016 0:00,Bus Passengers,223,POINT (-115.05999999999999 49)
Otay Mesa,California,2506,US-Mexico Border,3/1/2016 0:00,Bus Passengers,4235,POINT (-116.94 32.55)
Piegan,Montana,3316,US-Canada Border,3/1/2016 0:00,Truck Containers Full,0,POINT (-113.38 49)
Ogdensburg,New York,701,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-75.46 44.73)
Turner,Montana,3306,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-108.39 49)
Cape Vincent,New York,706,US-Canada Border,3/1/2016 0:00,Trucks,0,POINT (-76.35 44.13)
Cape Vincent,New York,706,US-Canada Border,3/1/2016 0:00,Truck Containers Full,0,POINT (-76.35 44.13)
Whitlash,Montana,3321,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-111.26000000000002 49)
Tecate,California,2505,US-Mexico Border,3/1/2016 0:00,Pedestrians,56522,POINT (-116.63 32.58)
Roseau,Minnesota,3426,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-95.77 49)
Eastport,Idaho,3302,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,460,POINT (-116.17999999999999 49)
Lancaster,Minnesota,3430,US-Canada Border,3/1/2016 0:00,Personal Vehicles,1653,POINT (-96.8 49)
Alcan,Alaska,3104,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-141 62.61)
Piegan,Montana,3316,US-Canada Border,3/1/2016 0:00,Personal Vehicles,4600,POINT (-113.38 49)
Madawaska,Maine,109,US-Canada Border,3/1/2016 0:00,Bus Passengers,37,POINT (-68.33 47.36)
Roseau,Minnesota,3426,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-95.77 49)
San Luis,Arizona,2608,US-Mexico Border,3/1/2016 0:00,Trucks,3568,POINT (-114.78000000000002 32.49)
Otay Mesa,California,2506,US-Mexico Border,3/1/2016 0:00,Buses,2679,POINT (-116.94 32.55)
Van Buren,Maine,108,US-Canada Border,3/1/2016 0:00,Truck Containers Full,882,POINT (-67.93 47.16)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2016 0:00,Trains,30,POINT (-111.96 49)
Van Buren,Maine,108,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,119,POINT (-67.93 47.16)
San Ysidro,California,2504,US-Mexico Border,3/1/2016 0:00,Bus Passengers,36352,POINT (-117.03 32.54)
Warroad,Minnesota,3423,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-95.38 49)
Detroit,Michigan,3801,US-Canada Border,3/1/2016 0:00,Truck Containers Full,139017,POINT (-83.04 42.32)
Calais,Maine,115,US-Canada Border,3/1/2016 0:00,Trains,16,POINT (-67.3 45.16)
Ogdensburg,New York,701,US-Canada Border,3/1/2016 0:00,Buses,3,POINT (-75.46 44.73)
Skagway,Alaska,3103,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,2909,POINT (-135.16 59.63)
Fort Kent,Maine,110,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-68.6 47.25)
San Luis,Arizona,2608,US-Mexico Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-114.78000000000002 32.49)
Whitlash,Montana,3321,US-Canada Border,3/1/2016 0:00,Truck Containers Full,10,POINT (-111.26000000000002 49)
Douglas,Arizona,2601,US-Mexico Border,3/1/2016 0:00,Personal Vehicle Passengers,244010,POINT (-109.56 31.33)
Ogdensburg,New York,701,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-75.46 44.73)
San Ysidro,California,2504,US-Mexico Border,3/1/2016 0:00,Truck Containers Full,0,POINT (-117.03 32.54)
San Ysidro,California,2504,US-Mexico Border,3/1/2016 0:00,Truck Containers Empty,0,POINT (-117.03 32.54)
Calais,Maine,115,US-Canada Border,3/1/2016 0:00,Train Passengers,32,POINT (-67.3 45.16)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2016 0:00,Personal Vehicle Passengers,98654,POINT (-112.82 31.880000000000003)
Warroad,Minnesota,3423,US-Canada Border,3/1/2016 0:00,Trucks,661,POINT (-95.38 49)
Douglas,Arizona,2601,US-Mexico Border,3/1/2016 0:00,Truck Containers Full,1419,POINT (-109.56 31.33)
Alexandria Bay,New York,708,US-Canada Border,3/1/2016 0:00,Trucks,18981,POINT (-75.98 44.35)
Calexico East,California,2507,US-Mexico Border,3/1/2016 0:00,Pedestrians,24649,POINT (-115.39 32.67)
Port Huron,Michigan,3802,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,12396,POINT (-82.42 43)
Sasabe,Arizona,2606,US-Mexico Border,3/1/2016 0:00,Truck Containers Full,43,POINT (-111.54 31.48)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2016 0:00,Buses,24,POINT (-111.96 49)
Detroit,Michigan,3801,US-Canada Border,3/1/2016 0:00,Rail Containers Full,9056,POINT (-83.04 42.32)
San Luis,Arizona,2608,US-Mexico Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-114.78000000000002 32.49)
Calexico,California,2503,US-Mexico Border,3/1/2016 0:00,Bus Passengers,0,POINT (-115.49999999999999 32.66)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2016 0:00,Personal Vehicle Passengers,108390,POINT (-106.68 31.78)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,12076,POINT (-93.4 48.61)
Nogales,Arizona,2604,US-Mexico Border,3/1/2016 0:00,Truck Containers Full,29702,POINT (-110.94 31.33)
