Port Name,State,Port Code,Border,Date,Measure,Value,Location
Del Bonita,Montana,3322,US-Canada Border,12/1/2016 0:00,Bus Passengers,0,POINT (-112.79 49)
San Ysidro,California,2504,US-Mexico Border,12/1/2016 0:00,Bus Passengers,5831,POINT (-117.03 32.54)
Baudette,Minnesota,3424,US-Canada Border,12/1/2016 0:00,Truck Containers Full,76,POINT (-94.59 48.72)
Fort Fairfield,Maine,107,US-Canada Border,12/1/2016 0:00,Truck Containers Full,1056,POINT (-67.79 46.77)
Del Bonita,Montana,3322,US-Canada Border,12/1/2016 0:00,Train Passengers,0,POINT (-112.79 49)
Santa Teresa,New Mexico,2408,US-Mexico Border,12/1/2016 0:00,Buses,11,POINT (-106.68 31.78)
Piegan,Montana,3316,US-Canada Border,12/1/2016 0:00,Trucks,165,POINT (-113.38 49)
Ogdensburg,New York,701,US-Canada Border,12/1/2016 0:00,Truck Containers Full,2982,POINT (-75.46 44.73)
Tecate,California,2505,US-Mexico Border,12/1/2016 0:00,Truck Containers Full,2658,POINT (-116.63 32.58)
Naco,Arizona,2603,US-Mexico Border,12/1/2016 0:00,Personal Vehicle Passengers,46645,POINT (-109.95 31.33)
Vanceboro,Maine,105,US-Canada Border,12/1/2016 0:00,Truck Containers Full,14,POINT (-67.43 45.57)
Vanceboro,Maine,105,US-Canada Border,12/1/2016 0:00,Rail Containers Empty,758,POINT (-67.43 45.57)
Columbus,New Mexico,2406,US-Mexico Border,12/1/2016 0:00,Truck Containers Full,2108,POINT (-107.63 31.78)
Scobey,Montana,3309,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,0,POINT (-105.41 49)
Calais,Maine,115,US-Canada Border,12/1/2016 0:00,Pedestrians,217,POINT (-67.3 45.16)
Alcan,Alaska,3104,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,1953,POINT (-141 62.61)
Jackman,Maine,104,US-Canada Border,12/1/2016 0:00,Truck Containers Full,2680,POINT (-70.4 45.81)
San Luis,Arizona,2608,US-Mexico Border,12/1/2016 0:00,Pedestrians,261392,POINT (-114.78000000000002 32.49)
Port Huron,Michigan,3802,US-Canada Border,12/1/2016 0:00,Trucks,60789,POINT (-82.42 43)
Vanceboro,Maine,105,US-Canada Border,12/1/2016 0:00,Rail Containers Full,693,POINT (-67.43 45.57)
Opheim,Montana,3317,US-Canada Border,12/1/2016 0:00,Trucks,52,POINT (-106.38 49)
Eastport,Idaho,3302,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,8255,POINT (-116.17999999999999 49)
Douglas,Arizona,2601,US-Mexico Border,12/1/2016 0:00,Buses,250,POINT (-109.56 31.33)
Lukeville,Arizona,2602,US-Mexico Border,12/1/2016 0:00,Trucks,9,POINT (-112.82 31.880000000000003)
Van Buren,Maine,108,US-Canada Border,12/1/2016 0:00,Trains,32,POINT (-67.93 47.16)
Houlton,Maine,106,US-Canada Border,12/1/2016 0:00,Trucks,6439,POINT (-67.78 46.13)
Calexico,California,2503,US-Mexico Border,12/1/2016 0:00,Personal Vehicles,378687,POINT (-115.49999999999999 32.66)
Tecate,California,2505,US-Mexico Border,12/1/2016 0:00,Personal Vehicles,85367,POINT (-116.63 32.58)
San Luis,Arizona,2608,US-Mexico Border,12/1/2016 0:00,Personal Vehicles,268137,POINT (-114.78000000000002 32.49)
Morgan,Montana,3319,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,0,POINT (-107.83 49)
Jackman,Maine,104,US-Canada Border,12/1/2016 0:00,Rail Containers Empty,636,POINT (-70.4 45.81)
Roseau,Minnesota,3426,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-95.77 49)
Whitlash,Montana,3321,US-Canada Border,12/1/2016 0:00,Trucks,4,POINT (-111.26000000000002 49)
Piegan,Montana,3316,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-113.38 49)
Warroad,Minnesota,3423,US-Canada Border,12/1/2016 0:00,Trucks,497,POINT (-95.38 49)
Whitlash,Montana,3321,US-Canada Border,12/1/2016 0:00,Personal Vehicles,44,POINT (-111.26000000000002 49)
Warroad,Minnesota,3423,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,162,POINT (-95.38 49)
Douglas,Arizona,2601,US-Mexico Border,12/1/2016 0:00,Personal Vehicles,139769,POINT (-109.56 31.33)
Alexandria Bay,New York,708,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,1606,POINT (-75.98 44.35)
Lancaster,Minnesota,3430,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-96.8 49)
Porthill,Idaho,3308,US-Canada Border,12/1/2016 0:00,Bus Passengers,0,POINT (-116.5 49)
Trout River,New York,715,US-Canada Border,12/1/2016 0:00,Rail Containers Full,2591,POINT (-74.31 44.99)
San Luis,Arizona,2608,US-Mexico Border,12/1/2016 0:00,Bus Passengers,13,POINT (-114.78000000000002 32.49)
Lancaster,Minnesota,3430,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,3135,POINT (-96.8 49)
Baudette,Minnesota,3424,US-Canada Border,12/1/2016 0:00,Trains,320,POINT (-94.59 48.72)
Del Bonita,Montana,3322,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-112.79 49)
Sweetgrass,Montana,3310,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,1709,POINT (-111.96 49)
Baudette,Minnesota,3424,US-Canada Border,12/1/2016 0:00,Bus Passengers,118,POINT (-94.59 48.72)
Van Buren,Maine,108,US-Canada Border,12/1/2016 0:00,Rail Containers Empty,213,POINT (-67.93 47.16)
Dalton Cache,Alaska,3106,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,127,POINT (-136.36 59.45)
Trout River,New York,715,US-Canada Border,12/1/2016 0:00,Bus Passengers,0,POINT (-74.31 44.99)
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/1/2016 0:00,Trucks,70989,POINT (-78.91 42.91)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/1/2016 0:00,Trains,314,POINT (-93.4 48.61)
Tecate,California,2505,US-Mexico Border,12/1/2016 0:00,Trucks,4606,POINT (-116.63 32.58)
Cape Vincent,New York,706,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,0,POINT (-76.35 44.13)
Naco,Arizona,2603,US-Mexico Border,12/1/2016 0:00,Personal Vehicles,26472,POINT (-109.95 31.33)
Pinecreek,Minnesota,3425,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,505,POINT (-95.98 49)
Madawaska,Maine,109,US-Canada Border,12/1/2016 0:00,Truck Containers Full,354,POINT (-68.33 47.36)
Alcan,Alaska,3104,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,0,POINT (-141 62.61)
Tecate,California,2505,US-Mexico Border,12/1/2016 0:00,Personal Vehicle Passengers,168225,POINT (-116.63 32.58)
Port Huron,Michigan,3802,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,223457,POINT (-82.42 43)
Porthill,Idaho,3308,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,14920,POINT (-116.5 49)
Calexico East,California,2507,US-Mexico Border,12/1/2016 0:00,Rail Containers Full,8,POINT (-115.39 32.67)
Raymond,Montana,3301,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,3566,POINT (-104.57 49)
Scobey,Montana,3309,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,707,POINT (-105.41 49)
Eastport,Idaho,3302,US-Canada Border,12/1/2016 0:00,Bus Passengers,145,POINT (-116.17999999999999 49)
Cape Vincent,New York,706,US-Canada Border,12/1/2016 0:00,Personal Vehicles,0,POINT (-76.35 44.13)
Alcan,Alaska,3104,US-Canada Border,12/1/2016 0:00,Truck Containers Full,393,POINT (-141 62.61)
Warroad,Minnesota,3423,US-Canada Border,12/1/2016 0:00,Truck Containers Full,333,POINT (-95.38 49)
Calexico,California,2503,US-Mexico Border,12/1/2016 0:00,Personal Vehicle Passengers,686898,POINT (-115.49999999999999 32.66)
Warroad,Minnesota,3423,US-Canada Border,12/1/2016 0:00,Pedestrians,2,POINT (-95.38 49)
Eastport,Maine,103,US-Canada Border,12/1/2016 0:00,Personal Vehicles,8982,POINT (-66.98 44.86)
Van Buren,Maine,108,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,17736,POINT (-67.93 47.16)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,753,POINT (-84.36000000000001 46.51)
Sweetgrass,Montana,3310,US-Canada Border,12/1/2016 0:00,Buses,4,POINT (-111.96 49)
Otay Mesa,California,2506,US-Mexico Border,12/1/2016 0:00,Buses,2740,POINT (-116.94 32.55)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,223,POINT (-93.4 48.61)
Santa Teresa,New Mexico,2408,US-Mexico Border,12/1/2016 0:00,Personal Vehicles,57767,POINT (-106.68 31.78)
Otay Mesa,California,2506,US-Mexico Border,12/1/2016 0:00,Rail Containers Empty,369,POINT (-116.94 32.55)
Nogales,Arizona,2604,US-Mexico Border,12/1/2016 0:00,Buses,911,POINT (-110.94 31.33)
Warroad,Minnesota,3423,US-Canada Border,12/1/2016 0:00,Buses,37,POINT (-95.38 49)
Grand Portage,Minnesota,3613,US-Canada Border,12/1/2016 0:00,Truck Containers Full,912,POINT (-89.59 48.00000000000001)
Sasabe,Arizona,2606,US-Mexico Border,12/1/2016 0:00,Truck Containers Empty,20,POINT (-111.54 31.48)
Roseau,Minnesota,3426,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,4400,POINT (-95.77 49)
Port Huron,Michigan,3802,US-Canada Border,12/1/2016 0:00,Buses,128,POINT (-82.42 43)
Eastport,Idaho,3302,US-Canada Border,12/1/2016 0:00,Trucks,4075,POINT (-116.17999999999999 49)
Van Buren,Maine,108,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-67.93 47.16)
Calais,Maine,115,US-Canada Border,12/1/2016 0:00,Train Passengers,30,POINT (-67.3 45.16)
Sweetgrass,Montana,3310,US-Canada Border,12/1/2016 0:00,Trains,30,POINT (-111.96 49)
Otay Mesa,California,2506,US-Mexico Border,12/1/2016 0:00,Bus Passengers,3778,POINT (-116.94 32.55)
Calexico East,California,2507,US-Mexico Border,12/1/2016 0:00,Bus Passengers,8640,POINT (-115.39 32.67)
Trout River,New York,715,US-Canada Border,12/1/2016 0:00,Trains,43,POINT (-74.31 44.99)
Otay Mesa,California,2506,US-Mexico Border,12/1/2016 0:00,Rail Containers Full,0,POINT (-116.94 32.55)
Limestone,Maine,118,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,2223,POINT (-67.79 46.92)
Turner,Montana,3306,US-Canada Border,12/1/2016 0:00,Bus Passengers,108,POINT (-108.39 49)
Detroit,Michigan,3801,US-Canada Border,12/1/2016 0:00,Rail Containers Empty,2705,POINT (-83.04 42.32)
Del Bonita,Montana,3322,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,4940,POINT (-112.79 49)
Champlain-Rouses Point,New York,712,US-Canada Border,12/1/2016 0:00,Train Passengers,3239,POINT (-73.45 45.01)
Van Buren,Maine,108,US-Canada Border,12/1/2016 0:00,Train Passengers,64,POINT (-67.93 47.16)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/1/2016 0:00,Rail Containers Full,44892,POINT (-93.4 48.61)
Fort Fairfield,Maine,107,US-Canada Border,12/1/2016 0:00,Personal Vehicles,7653,POINT (-67.79 46.77)
Sasabe,Arizona,2606,US-Mexico Border,12/1/2016 0:00,Train Passengers,0,POINT (-111.54 31.48)
Calexico,California,2503,US-Mexico Border,12/1/2016 0:00,Pedestrians,361534,POINT (-115.49999999999999 32.66)
Port Huron,Michigan,3802,US-Canada Border,12/1/2016 0:00,Truck Containers Full,49663,POINT (-82.42 43)
Detroit,Michigan,3801,US-Canada Border,12/1/2016 0:00,Pedestrians,0,POINT (-83.04 42.32)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/1/2016 0:00,Bus Passengers,287,POINT (-93.4 48.61)
Opheim,Montana,3317,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,436,POINT (-106.38 49)
Dalton Cache,Alaska,3106,US-Canada Border,12/1/2016 0:00,Personal Vehicles,822,POINT (-136.36 59.45)
Bridgewater,Maine,127,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,93,POINT (-67.78 46.45)
Baudette,Minnesota,3424,US-Canada Border,12/1/2016 0:00,Buses,4,POINT (-94.59 48.72)
Eastport,Idaho,3302,US-Canada Border,12/1/2016 0:00,Rail Containers Empty,333,POINT (-116.17999999999999 49)
Baudette,Minnesota,3424,US-Canada Border,12/1/2016 0:00,Pedestrians,6,POINT (-94.59 48.72)
Houlton,Maine,106,US-Canada Border,12/1/2016 0:00,Buses,13,POINT (-67.78 46.13)
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/1/2016 0:00,Bus Passengers,32149,POINT (-78.91 42.91)
Nogales,Arizona,2604,US-Mexico Border,12/1/2016 0:00,Trucks,29439,POINT (-110.94 31.33)
Eastport,Maine,103,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,24,POINT (-66.98 44.86)
Fort Kent,Maine,110,US-Canada Border,12/1/2016 0:00,Personal Vehicles,9682,POINT (-68.6 47.25)
Eastport,Idaho,3302,US-Canada Border,12/1/2016 0:00,Train Passengers,192,POINT (-116.17999999999999 49)
Sasabe,Arizona,2606,US-Mexico Border,12/1/2016 0:00,Personal Vehicle Passengers,3712,POINT (-111.54 31.48)
Houlton,Maine,106,US-Canada Border,12/1/2016 0:00,Personal Vehicles,17981,POINT (-67.78 46.13)
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/1/2016 0:00,Truck Containers Full,34822,POINT (-78.91 42.91)
Fort Kent,Maine,110,US-Canada Border,12/1/2016 0:00,Pedestrians,67,POINT (-68.6 47.25)
Columbus,New Mexico,2406,US-Mexico Border,12/1/2016 0:00,Personal Vehicles,33789,POINT (-107.63 31.78)
Nogales,Arizona,2604,US-Mexico Border,12/1/2016 0:00,Pedestrians,314827,POINT (-110.94 31.33)
Dalton Cache,Alaska,3106,US-Canada Border,12/1/2016 0:00,Bus Passengers,0,POINT (-136.36 59.45)
Vanceboro,Maine,105,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,3,POINT (-67.43 45.57)
Detroit,Michigan,3801,US-Canada Border,12/1/2016 0:00,Personal Vehicles,320566,POINT (-83.04 42.32)
Tecate,California,2505,US-Mexico Border,12/1/2016 0:00,Buses,2,POINT (-116.63 32.58)
Limestone,Maine,118,US-Canada Border,12/1/2016 0:00,Personal Vehicles,1333,POINT (-67.79 46.92)
Sweetgrass,Montana,3310,US-Canada Border,12/1/2016 0:00,Trucks,9698,POINT (-111.96 49)
Detroit,Michigan,3801,US-Canada Border,12/1/2016 0:00,Truck Containers Full,116339,POINT (-83.04 42.32)
Alexandria Bay,New York,708,US-Canada Border,12/1/2016 0:00,Personal Vehicles,38958,POINT (-75.98 44.35)
Lukeville,Arizona,2602,US-Mexico Border,12/1/2016 0:00,Pedestrians,4038,POINT (-112.82 31.880000000000003)
Douglas,Arizona,2601,US-Mexico Border,12/1/2016 0:00,Pedestrians,77315,POINT (-109.56 31.33)
Madawaska,Maine,109,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,44294,POINT (-68.33 47.36)
Wildhorse,Montana,3323,US-Canada Border,12/1/2016 0:00,Trucks,89,POINT (-110.22 49)
Ogdensburg,New York,701,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,43468,POINT (-75.46 44.73)
Massena,New York,704,US-Canada Border,12/1/2016 0:00,Trucks,2180,POINT (-74.74 44.99)
Willow Creek,Montana,3325,US-Canada Border,12/1/2016 0:00,Trucks,0,POINT (-109.73 49)
Raymond,Montana,3301,US-Canada Border,12/1/2016 0:00,Trucks,833,POINT (-104.57 49)
San Ysidro,California,2504,US-Mexico Border,12/1/2016 0:00,Pedestrians,682259,POINT (-117.03 32.54)
Sweetgrass,Montana,3310,US-Canada Border,12/1/2016 0:00,Train Passengers,180,POINT (-111.96 49)
Sasabe,Arizona,2606,US-Mexico Border,12/1/2016 0:00,Pedestrians,51,POINT (-111.54 31.48)
Calais,Maine,115,US-Canada Border,12/1/2016 0:00,Truck Containers Full,2962,POINT (-67.3 45.16)
Roosville,Montana,3318,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-115.05999999999999 49)
Del Bonita,Montana,3322,US-Canada Border,12/1/2016 0:00,Trucks,4,POINT (-112.79 49)
Fort Fairfield,Maine,107,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,12933,POINT (-67.79 46.77)
Fort Kent,Maine,110,US-Canada Border,12/1/2016 0:00,Truck Containers Full,51,POINT (-68.6 47.25)
Eastport,Idaho,3302,US-Canada Border,12/1/2016 0:00,Rail Containers Full,9755,POINT (-116.17999999999999 49)
Raymond,Montana,3301,US-Canada Border,12/1/2016 0:00,Personal Vehicles,1643,POINT (-104.57 49)
Skagway,Alaska,3103,US-Canada Border,12/1/2016 0:00,Pedestrians,1,POINT (-135.16 59.63)
Port Huron,Michigan,3802,US-Canada Border,12/1/2016 0:00,Bus Passengers,3454,POINT (-82.42 43)
Van Buren,Maine,108,US-Canada Border,12/1/2016 0:00,Bus Passengers,0,POINT (-67.93 47.16)
Jackman,Maine,104,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,10322,POINT (-70.4 45.81)
Trout River,New York,715,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-74.31 44.99)
Turner,Montana,3306,US-Canada Border,12/1/2016 0:00,Buses,2,POINT (-108.39 49)
Willow Creek,Montana,3325,US-Canada Border,12/1/2016 0:00,Personal Vehicles,323,POINT (-109.73 49)
Nogales,Arizona,2604,US-Mexico Border,12/1/2016 0:00,Rail Containers Empty,2402,POINT (-110.94 31.33)
Tecate,California,2505,US-Mexico Border,12/1/2016 0:00,Bus Passengers,50,POINT (-116.63 32.58)
Eastport,Maine,103,US-Canada Border,12/1/2016 0:00,Bus Passengers,13,POINT (-66.98 44.86)
Champlain-Rouses Point,New York,712,US-Canada Border,12/1/2016 0:00,Buses,571,POINT (-73.45 45.01)
Vanceboro,Maine,105,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,2756,POINT (-67.43 45.57)
Calais,Maine,115,US-Canada Border,12/1/2016 0:00,Bus Passengers,358,POINT (-67.3 45.16)
Madawaska,Maine,109,US-Canada Border,12/1/2016 0:00,Buses,2,POINT (-68.33 47.36)
Opheim,Montana,3317,US-Canada Border,12/1/2016 0:00,Bus Passengers,0,POINT (-106.38 49)
Skagway,Alaska,3103,US-Canada Border,12/1/2016 0:00,Personal Vehicles,548,POINT (-135.16 59.63)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/1/2016 0:00,Rail Containers Empty,1625,POINT (-84.36000000000001 46.51)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/1/2016 0:00,Truck Containers Full,2312,POINT (-84.36000000000001 46.51)
Nogales,Arizona,2604,US-Mexico Border,12/1/2016 0:00,Personal Vehicle Passengers,660283,POINT (-110.94 31.33)
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/1/2016 0:00,Rail Containers Full,2970,POINT (-78.91 42.91)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/1/2016 0:00,Trucks,2823,POINT (-84.36000000000001 46.51)
Tecate,California,2505,US-Mexico Border,12/1/2016 0:00,Truck Containers Empty,1453,POINT (-116.63 32.58)
Lukeville,Arizona,2602,US-Mexico Border,12/1/2016 0:00,Bus Passengers,216,POINT (-112.82 31.880000000000003)
Pinecreek,Minnesota,3425,US-Canada Border,12/1/2016 0:00,Trucks,43,POINT (-95.98 49)
Porthill,Idaho,3308,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,95,POINT (-116.5 49)
Roosville,Montana,3318,US-Canada Border,12/1/2016 0:00,Trucks,690,POINT (-115.05999999999999 49)
Warroad,Minnesota,3423,US-Canada Border,12/1/2016 0:00,Personal Vehicles,8403,POINT (-95.38 49)
Opheim,Montana,3317,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-106.38 49)
Raymond,Montana,3301,US-Canada Border,12/1/2016 0:00,Buses,1,POINT (-104.57 49)
Grand Portage,Minnesota,3613,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,306,POINT (-89.59 48.00000000000001)
Columbus,New Mexico,2406,US-Mexico Border,12/1/2016 0:00,Personal Vehicle Passengers,66374,POINT (-107.63 31.78)
Massena,New York,704,US-Canada Border,12/1/2016 0:00,Personal Vehicles,66217,POINT (-74.74 44.99)
Champlain-Rouses Point,New York,712,US-Canada Border,12/1/2016 0:00,Trucks,23369,POINT (-73.45 45.01)
Nogales,Arizona,2604,US-Mexico Border,12/1/2016 0:00,Truck Containers Empty,5966,POINT (-110.94 31.33)
Alcan,Alaska,3104,US-Canada Border,12/1/2016 0:00,Buses,1,POINT (-141 62.61)
Piegan,Montana,3316,US-Canada Border,12/1/2016 0:00,Pedestrians,0,POINT (-113.38 49)
Eastport,Idaho,3302,US-Canada Border,12/1/2016 0:00,Pedestrians,192,POINT (-116.17999999999999 49)
Pinecreek,Minnesota,3425,US-Canada Border,12/1/2016 0:00,Truck Containers Full,4,POINT (-95.98 49)
Port Huron,Michigan,3802,US-Canada Border,12/1/2016 0:00,Rail Containers Empty,10215,POINT (-82.42 43)
Douglas,Arizona,2601,US-Mexico Border,12/1/2016 0:00,Bus Passengers,2506,POINT (-109.56 31.33)
Vanceboro,Maine,105,US-Canada Border,12/1/2016 0:00,Trucks,15,POINT (-67.43 45.57)
Naco,Arizona,2603,US-Mexico Border,12/1/2016 0:00,Truck Containers Full,133,POINT (-109.95 31.33)
Madawaska,Maine,109,US-Canada Border,12/1/2016 0:00,Bus Passengers,22,POINT (-68.33 47.36)
Champlain-Rouses Point,New York,712,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,162565,POINT (-73.45 45.01)
Detroit,Michigan,3801,US-Canada Border,12/1/2016 0:00,Train Passengers,453,POINT (-83.04 42.32)
Jackman,Maine,104,US-Canada Border,12/1/2016 0:00,Pedestrians,1,POINT (-70.4 45.81)
Columbus,New Mexico,2406,US-Mexico Border,12/1/2016 0:00,Bus Passengers,1645,POINT (-107.63 31.78)
Morgan,Montana,3319,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-107.83 49)
Jackman,Maine,104,US-Canada Border,12/1/2016 0:00,Buses,2,POINT (-70.4 45.81)
Wildhorse,Montana,3323,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-110.22 49)
Scobey,Montana,3309,US-Canada Border,12/1/2016 0:00,Trucks,29,POINT (-105.41 49)
Calexico East,California,2507,US-Mexico Border,12/1/2016 0:00,Rail Containers Empty,399,POINT (-115.39 32.67)
Lancaster,Minnesota,3430,US-Canada Border,12/1/2016 0:00,Truck Containers Full,84,POINT (-96.8 49)
Roosville,Montana,3318,US-Canada Border,12/1/2016 0:00,Personal Vehicles,13720,POINT (-115.05999999999999 49)
Willow Creek,Montana,3325,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,547,POINT (-109.73 49)
San Luis,Arizona,2608,US-Mexico Border,12/1/2016 0:00,Trucks,2963,POINT (-114.78000000000002 32.49)
Scobey,Montana,3309,US-Canada Border,12/1/2016 0:00,Pedestrians,0,POINT (-105.41 49)
Van Buren,Maine,108,US-Canada Border,12/1/2016 0:00,Personal Vehicles,13422,POINT (-67.93 47.16)
Piegan,Montana,3316,US-Canada Border,12/1/2016 0:00,Bus Passengers,0,POINT (-113.38 49)
Calais,Maine,115,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,1076,POINT (-67.3 45.16)
Sweetgrass,Montana,3310,US-Canada Border,12/1/2016 0:00,Rail Containers Full,1955,POINT (-111.96 49)
Raymond,Montana,3301,US-Canada Border,12/1/2016 0:00,Pedestrians,53,POINT (-104.57 49)
Columbus,New Mexico,2406,US-Mexico Border,12/1/2016 0:00,Trucks,2151,POINT (-107.63 31.78)
Whitlash,Montana,3321,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,82,POINT (-111.26000000000002 49)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/1/2016 0:00,Personal Vehicles,48279,POINT (-84.36000000000001 46.51)
Santa Teresa,New Mexico,2408,US-Mexico Border,12/1/2016 0:00,Pedestrians,20746,POINT (-106.68 31.78)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/1/2016 0:00,Trains,27,POINT (-84.36000000000001 46.51)
Columbus,New Mexico,2406,US-Mexico Border,12/1/2016 0:00,Buses,137,POINT (-107.63 31.78)
Roosville,Montana,3318,US-Canada Border,12/1/2016 0:00,Bus Passengers,0,POINT (-115.05999999999999 49)
Andrade,California,2502,US-Mexico Border,12/1/2016 0:00,Personal Vehicle Passengers,94315,POINT (-114.73000000000002 32.72)
Limestone,Maine,118,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,10,POINT (-67.79 46.92)
Fort Fairfield,Maine,107,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,44,POINT (-67.79 46.77)
Nogales,Arizona,2604,US-Mexico Border,12/1/2016 0:00,Personal Vehicles,313030,POINT (-110.94 31.33)
Houlton,Maine,106,US-Canada Border,12/1/2016 0:00,Pedestrians,8,POINT (-67.78 46.13)
Andrade,California,2502,US-Mexico Border,12/1/2016 0:00,Pedestrians,83103,POINT (-114.73000000000002 32.72)
Raymond,Montana,3301,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,132,POINT (-104.57 49)
Nogales,Arizona,2604,US-Mexico Border,12/1/2016 0:00,Train Passengers,252,POINT (-110.94 31.33)
Del Bonita,Montana,3322,US-Canada Border,12/1/2016 0:00,Personal Vehicles,2211,POINT (-112.79 49)
Santa Teresa,New Mexico,2408,US-Mexico Border,12/1/2016 0:00,Truck Containers Full,5118,POINT (-106.68 31.78)
Dalton Cache,Alaska,3106,US-Canada Border,12/1/2016 0:00,Trucks,100,POINT (-136.36 59.45)
Vanceboro,Maine,105,US-Canada Border,12/1/2016 0:00,Personal Vehicles,1951,POINT (-67.43 45.57)
Skagway,Alaska,3103,US-Canada Border,12/1/2016 0:00,Trucks,161,POINT (-135.16 59.63)
Houlton,Maine,106,US-Canada Border,12/1/2016 0:00,Bus Passengers,342,POINT (-67.78 46.13)
Calais,Maine,115,US-Canada Border,12/1/2016 0:00,Personal Vehicle Passengers,83979,POINT (-67.3 45.16)
Dalton Cache,Alaska,3106,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-136.36 59.45)
Santa Teresa,New Mexico,2408,US-Mexico Border,12/1/2016 0:00,Personal Vehicle Passengers,135476,POINT (-106.68 31.78)
Lukeville,Arizona,2602,US-Mexico Border,12/1/2016 0:00,Buses,40,POINT (-112.82 31.880000000000003)
Alcan,Alaska,3104,US-Canada Border,12/1/2016 0:00,Personal Vehicles,729,POINT (-141 62.61)
Bridgewater,Maine,127,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-67.78 46.45)
Alcan,Alaska,3104,US-Canada Border,12/1/2016 0:00,Bus Passengers,14,POINT (-141 62.61)
Skagway,Alaska,3103,US-Canada Border,12/1/2016 0:00,Buses,0,POINT (-135.16 59.63)
Eastport,Idaho,3302,US-Canada Border,12/1/2016 0:00,Truck Containers Empty,850,POINT (-116.17999999999999 49)
Douglas,Arizona,2601,US-Mexico Border,12/1/2016 0:00,Trucks,2674,POINT (-109.56 31.33)
Ketchikan,Alaska,3102,US-Canada Border,12/1/2016 0:00,Bus Passengers,0,POINT (-131.65 55.34)
Alexandria Bay,New York,708,US-Canada Border,12/1/2016 0:00,Bus Passengers,1192,POINT (-75.98 44.35)
